a,278.295,214.1363,278.4908,305.2633
a,99.5975,214.1445,99.6682,490.9042
a,3.3268,-206.0776,3.2975,490.9285
b,585.287,-206.1113,585.6653,278.4908
b,213.881,99.5975,214.1445,99.6682
b,-205.8308,3.3268,-206.0776,3.2975
b,-205.8308,585.287,-206.1113,585.6653
